PropID,Boro,Community Board,Council District,Garden Name,Address,Size,Jurisdiction,NeighborhoodName,Cross Streets,Latitude,Longitude,Postcode,Census Tract,BIN,BBL,NTA
B525,B,B03,41,Sumpter Community Garden,182 Sumpter Street,0.057,DPR,,Active,40.680246,-73.917693,11233,379,3000000,3015250028,Stuyvesant Heights                                                         
B427,B,B01,34,Sunshine Community Garden,99-100 McKibben Street,0.115,DPR,Williamsburg,Active,40.70508,-73.944013,11206,505,3000000,3030790038,East Williamsburg                                                          
NA,B,B13,47,Surf Side Garden,2829 Surf Avenue,NA,HPD,Coney Island,At W. 29th Street,40.572905,-73.994741,11224,342,3000000,3070520056,Seagate-Coney Island                                                       
X296,X,X04,16,Taqwa Community Farm,90 W 164th Street,0.49,DPR,Highbridge,Active,40.832559,-73.928305,10452,189,2000000,2025110090,Highbridge                                                                 
NA,X,X04,16,Target (Bronx) Community Garden (Anderson Avenue Community Garden),1001 Anderson Avenue,0.253,NYRP,Highbridge,W 164th & W 165th Streets,40.832284,-73.927189,10452,189,2003145,2025080043,Highbridge                                                                 
NA,B,B03,36,Target (Brooklyn) Community Garden (Bedford Avenue Block Association Garden),931-933 Bedford Avenue,0.092,NYRP,Bed-Stuy,DeKalb & Willoughby Avenue,40.692061,-73.955631,11205,241,3414278,3017620019,Bedford                                                                    
NA,M,M11,8,Target East Harlem Community Garden,415-421 East 117th Street,0.163,DPR,East Harlem,1st Avenue & E 117th St,40.79645,-73.934347,10035,178,1000000,1017110008,East Harlem North                                                          
NA,M,M11,8,Target East Harlem Community Garden (St. Mark's Monastery 2),429-433 East 117th Street,0.142,NYRP,East Harlem,1st & Pleasant Avenues,40.796357,-73.934119,10035,178,1000000,1017110013,East Harlem North                                                          
B445,B,B01,34,Ten Eyck Houses HDFC,15-17 Ten Eyck Street,0.114,DPR,East Williamsburg,Active,40.709598,-73.950072,11206,513,3000000,3027910046,North Side-South Side                                                      
NA,B,B05,42,Thomas Jefferson High School,642-648 Blake Avenue,0.036,DOE,East New York,Pennsylvania Avenueune,40.667777,-73.895164,11207,1156,3000000,3037880031,East New York (Pennsylvania Ave)                                           
B416,B,B05,37,TLC Sculpture Park,271 Glenmore Avenue,0.172,DPR,East New York,Active,40.672509,-73.900636,11207,1144,3000000,3036990038,East New York (Pennsylvania Ave)                                           
X331,X,X05,14,Townsend Garden (Mt. Hope Housing Co.),1735 Walton Avenue,0.15,DPR,Mt. Eden,Active,40.846592,-73.910938,10453,22701,2000000,2028490068,Mount Hope                                                                 
NA,M,M03,2,Toyota Childrens Learning Garden (Coradan Evaeden),603 East 11th Street,0.037,NYRP,East Village,Avenues B & C,40.727311,-73.979074,10009,28,1000000,1003940067,Lower East Side                                                            
NA,B,B03,,Tranquility Farm,267 Throop Ave.,NA,HPD,,,40.694666,-73.943253,11206,283,3000000,3017610074,Stuyvesant Heights                                                         
NA,X,X06,15,Tremont Community Garden,S/W/C E. 178th St. & LaFontaine Avenue.,0.057,TPL,,E. 178th & LaFontaine Avenue,,,,,,,
B496,B,B05,0,"Triple R/Relaxation, Reflection, Revenue (Victoria Garden)",613 Hendrix Street,NA,DPR,East New York,Active,40.666544,-73.887795,11207,1124,3000000,3040750107,East New York                                                              
Q477A,Q,Q01,0,Two Coves Garden,30th Avenue & Main Avenue & Astoria Boulevard,0.77,DPR,,Active,,,,,,,
B515,B,B05,,United Community Centers Site I,285 - 303 New Lots Avenue,0.546,DPR,,,40.660713,-73.895655,11207,1130,3085844,3038540013,East New York (Pennsylvania Ave)                                           
NA,B,B03,36,United Herkimer Garden Club,97 Herkimer Street,0.055,TPL,,Nostrand & Bedford Avenue,40.679691,-73.950448,11216,247,3000000,3018600062,Crown Heights North                                                        
M298,M,M10,21,Unity Garden,53-55 West 128th Street,0.129,DPR,West Harlem,Active,40.809031,-73.942488,10027,208,1000000,1017260014,Central Harlem North-Polo Grounds                                          
NA,B,B13,47,Unity Tower Tenant Association,1917-23 Surf Avenue,0.21,HPD,Coney Island,W 20th St,40.575064,-73.985961,11224,326,3000000,3070600032,Seagate-Coney Island                                                       
B493,B,B05,37,Upon This Rock Community Garden,2556 Pitkin Avenue.,0.081,DPR,East New York,Active,40.674543,-73.877838,11208,1194,       ,          ,East New York                                                              
M343,M,M03,0,Vamos Sembrar: For the Beloved and Otherwise Forgotten,198 Avenue B,0.023,DPR,,Active,40.728258,-73.978901,10009,34,1000000,1004060038,East Village                                                               
NA,B,B03,,Van Buren Street Garden,49 Van Buren Street,NA,HPD,,,40.690036,-73.943557,11221,263,3000000,3017910063,Bedford                                                                    
B495,B,B03,34,Vernon (Throop Avenue Block Assoc.),253 Throop Avenue,0.039,DPR,Bed-Stuy,Active,40.695179,-73.943354,11206,283,3000000,3017610004,Stuyvesant Heights                                                         
B508,B,B03,36,Vernon New Harvest,42-48 Vernon Avenue,0.165,DPR,Bed-Stuy,Active,40.694461,-73.950534,11206,253,3000000,3017580031,Bedford                                                                    
B494,B,B03,34,Vernon T&T Block Assoc.,200 Vernon Ave.,0.046,DPR,Bed-Stuy,Active,40.695196,-73.944122,11206,25901,3048852,3017600039,Bedford                                                                    
B523,B,B13,47,Victory Garden,Shell Road,0.174,DPR/DEP,Coney Island,Active,,,,,,,
X010C,X,X03,20,Victory Garden - Crotona Park,Fulton Avenue / 171 St / Crotona Park South,0.463,DPR,,Active,,,,,,,
B518,B,B03,,Victory Gardens Group,953 Gates Avenue,0.152,DPR,,,40.688836,-73.92789,11221,387,3000000,3016320046,Stuyvesant Heights                                                         
NA,M,M11,9,Villa Santurce Jardinera - 112th Street,74 E. 112th Street,0.045,HPD,East Harlem,Park & Madison Avenues,40.796895,-73.945424,10029,17402,1000000,1016170038,East Harlem South                                                          
NA,M,M11,9,Villa Santurce Jardineras - Park Avenue,Park Avenue,0.09,HPD,East Harlem,111th & 112th Streets,,,,,,,
X347,X,X01,17,Vogue Community Garden,431 E. 156th Street,0.047,DPR,Melrose,Active,40.820531,-73.914448,10455,69,       ,          ,Melrose South-Mott Haven North                                             
B456,B,B08,35,Walt L. Shamal Community Garden,1093-1095 Dean Street,0.149,DPR,Crown Heights,Active,40.677263,-73.953835,11216,221,3029967,3012050049,Crown Heights North                                                        
NA,X,X07,11,Walton High School,2780 Reservoir Avenue,0.046,DOE,Kingsbridge Heights,Strong & 196th Street,40.870293,-73.898309,10468,409,2015241,2032470070,Van Cortlandt Village                                                      
X272A,X,X01,8,Wanaqua Garden,460-464 E. 136th Street,0.228,DPR,,Active,40.807068,-73.922098,10454,25,2000000,2022800036,Mott Haven-Port Morris                                                     
NA,B,B06,38,Warren-St.Marks Community Garden,623 Warren Street,0.057,TPL,Park Slope,b/w 4th & 5th avenue,40.68082,-73.979402,11217,12901,3000000,3009340066,Park Slope-Gowanus                                                         
X088A,X,X09,18,Waterfront Community Garden,2008 Gildersleeve Avenue,0.27,DPR,Soundview,Active,40.809962,-73.85071,10473,4,2000000,2034480033,Soundview-Castle Hill-Clason Point-Harding Park                            
B538,B,B03,36,Welcome Home Garden,681 Halsey Street,0.059,DPR,Bed-Stuy,Developed,40.684676,-73.924963,11233,383,3000000,3016630082,Stuyvesant Heights                                                         
M306,M,M07,8,West 104th Street Garden,6-10 W. 104th Street/ 14-18 W. 104th Street,0.38,DPR,Upper West Side,Active,,,,,,,
M368,M,M09,9,West 111th Street People's Garden,1036-53 Amsterdam Avenue,0.109,DPR,Upper West Side,Active,40.803674,-73.963366,10025,199,1000000,1018830028,Morningside Heights                                                        
M362,M,M10,9,West 124th Street Community Garden,West 124th Street and 5th Avenue,0.046,DPR,,Active,,,,,,,
M380,M,M10,,West 131st Street Community Garden,34 West 131st Street,NA,DPR,Harlem,Active,40.81071,-73.940702,10037,208,1000000,1017280054,Central Harlem North-Polo Grounds                                          
M296,M,M10,9,West 132nd Street Garden,108-114 W. 132nd Street,0.171,DPR,Central Harlem,Active,40.812454,-73.942882,10027,226,1000000,1019160039,Central Harlem North-Polo Grounds                                          
NA,M,M12,7,West 181st Street Beautification Project,814 West 181st Street,0.046,DOT,Washington Heights,Pinehurst/181st,40.851073,-73.938894,10033,265,1064299,1021770105,Washington Heights South                                                   
M307,M,M07,6,West 87th Street Park & Garden,55-57 West 87th Street,0.09,DPR,Upper West Side,Active,40.786617,-73.970356,10024,173,1000000,1012010006,Upper West Side                                                            
NA,B,B08,36,Westbrook Memorial Garden,1233 Pacific Street,0.118,TPL,Crown Heights,Bedford & Nostrand Avenues,40.677792,-73.951866,11216,315,3000000,3012000070,Crown Heights North                                                        
NA,R,R01,49,Westervelt Community & Family Garden,143 Westervelt Avenue,0.011,NYRP,,At Curtis Pl near Hamilton Avenue,40.644392,-74.084861,10301,7,5000000,5000310003,West New Brighton-New Brighton-St. George                                  
M322,M,M09,7,William A. Harris Garden,NWC of 153rd St & St. Nicholas,NA,DPR,,Active,,,,,,,
M328,M,M10,9,William B. Washington Memorial Garden,321-325 West 126th Street,0.09,DPR,,Active,40.811116,-73.9513,10027,215,1000000,1019530023,Central Harlem North-Polo Grounds                                          
NA,B,B05,37,Williams Avenue Community Garden (formerly Shaw Block Association),88 Williams Avenuenue,0.126,NYRP,,Liberty & Atlantic,,,,,,,
X164A,X,X02,,Wishing Well Garden,886 Reverend James A. Polite,0.351,DPR,,Active,,,,,,,
NA,B,BK4,34,Woodbine St. Block Assoc.,146 Woodbine Street,0.057,TPL,,,40.692534,-73.916722,11221,415,3000000,3033590028,Bushwick South                                                             
X333,X,X04,16,Woodycrest Community Garden,949 Woodycrest Avenue,0.012,DPR,Highbridge,Active,40.83116,-73.929149,10452,189,2000000,2025110030,Highbridge                                                                 
